,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Area
1336,Rathnanagar -2,Chitwan,350000,0,0,0.00,0,East,14.34
1337,Sangla,Kathmandu,1650000,0,0,0.00,0,South,5.25
1338,Basundhara,Kathmandu,23500000,0,0,0.00,0,East,3.25
1339,Goldhunga,Kathmandu,1000000,0,0,0.00,0,North,2.50
1340,Sukedhara Chowk,Kathmandu,42000000,0,0,2.50,0,North,4.00
1341,Bhaktapur,Bhaktapur,14000000,0,0,0.00,0,West,0.00
1342,Opp. to Boudha Gate,Kathmandu,6500000,0,0,0.00,0,North,2.92
1343,Opp. to Nepal Investment Bank,Kathmandu,1800000,0,0,0.00,0,West,2.05
1344,Opp. to Gopi Krishna Hall,Kathmandu,2000000,0,0,0.00,0,West,2.92
1345,Civil Mall,Kathmandu,2000000,0,0,0.00,0,North,1.46
1346,Dholahiti Chowk,Lalitpur,9000000,0,0,0.00,0,North,8.77
1347,Nearby Krishi Bikash Bank,Kathmandu,900000,0,0,0.00,0,North,1.46
1348,Park Plazza 1st floor shop no-A11,Kathmandu,550000,0,0,0.00,0,West,1.17
1349,Nearby,Kathmandu,2000000,0,0,0.00,0,West,5.00
1350,Gurujudhara,Kathmandu,8500000,2,1,1.00,0,West,3.25
1351,Nearby,Dharan,330000,0,0,0.00,0,East,20.00
1352,Opposite from Makalu petrol pump,Kathmandu,3500000,0,0,0.00,0,South,3.25
1353,Bhalwari,Rupandehi,325000,0,0,0.00,0,West,nan
1354,Chautha majari patan,Pokhara,175000,0,0,0.00,0,West,79.55
1355,Nearby,Bhaktapur,4100000,0,0,0.00,0,South,3.44
1356,Naurangey,Chitwan,13500000,3,3,3.00,3,South,1.99
1357,Sanepa,Lalitpur,150000000,10,10,4.50,0,South,17.00
1358,Dhapasi,Kathmandu,12500000,0,0,0.00,0,East,3.25
1359,Nepal medicity hospital near,Lalitpur,18000000,4,5,3.00,1,North,0.30
1360,Dhapasi Height,Kathmandu,2700000,0,0,0.00,0,East,5.00
1361,Thali,Kathmandu,675000,0,0,0.00,0,West,5.75
1362,Baluwatar,Kathmandu,46000000,0,0,0.00,0,South West,8.00
1363,Nepal medicity hospital near,Lalitpur,33000000,0,0,3.00,2,North,5.25
1364,Nearby,Lalitpur,3200000,0,0,0.00,0,East,21.00
1365,Srijana Chowk,Kathmandu,1900000,0,0,0.00,0,South West,4.00
1366,Kavresthali,Kathmandu,19000000,6,3,3.00,1,North East,3.20
1367,Godawari,Lalitpur,175000,4,3,2.00,1,East,43.83
1368,10,Bhaktapur,15,0,0,0.00,0,East,4.00
1369,Budhanilkantha,Kathmandu,30500000,4,4,3.00,2,North East,5.00
1370,Nearby Sirutar,Lalitpur,1250000,0,0,0.00,0,East,6.50
1371,Gardoi,Makwanpur,15000000,4,3,3.00,1,South,1.79
1372,New colony,Kathmandu,21000000,6,3,2.00,2,North,3.00
1373,Nearby Ringroad,Lalitpur,6000000,0,0,0.00,0,East,11.00
1374,Tikathali,Lalitpur,22500000,6,3,3.00,1,East,0.00
1375,bharattpur-2 aaptari near samata school,Chitwan,23000000,11,6,3.00,3,North,1.99
1376,Budhanilkantha,Kathmandu,33000000,3,4,3.00,1,East,0.30
1377,Jogikuti Chowk,Butwal,300000,0,0,0.00,0,East,1.99
1378,opposite to TB Hospital.,Bhaktapur,3200000,0,0,0.00,0,West,6.00
1379,Hepali Height,Kathmandu,2200000,0,0,0.00,0,East,9.00
1380,Khursanitar,Kathmandu,55000000,10,5,0.00,5,South,8.00
1381,Dauba Chowk,Kathmandu,2550000,0,0,0.00,0,West,11.00
1382,Sukedhara,Kathmandu,40000000,5,4,2.50,0,South,6.00
1383,Budhanilkantha,Kathmandu,2600000,0,0,0.00,0,North,14.00
1384,Dhapakhel,Lalitpur,2350000,0,0,0.00,0,South,3.00
1385,Kapan,Kathmandu,10600000,2,1,1.00,1,South,3.00
1386,New Baneshwor,Kathmandu,35000,0,0,0.00,0,East,3.00
1387,PEPSICOLA,Kathmandu,38000,0,0,0.00,0,East,14.00
1388,Fikal,Illam,1850000,0,0,0.00,0,South,0.00
1389,Shiva Mandir,Nawalparasi,2000000,0,0,0.00,0,North,120.00
1390,Nakkhu Near Medicty Hospital,Lalitpur,19000000,4,5,3.00,1,East,5.55
1391,Nagdaha,Lalitpur,1500000,0,0,0.00,0,South,0.01
1392,Chunikhel,Kathmandu,2200000,0,0,0.00,0,West,24.00
1393,Panipokhari,Kathmandu,55000000,0,0,3.00,2,West,0.02
1394,Durbar Marg,Kathmandu,20000000,0,0,0.00,0,South,14.00
1395,Budhanilkantha,Kathmandu,2250000,0,0,0.00,0,South,18.00
1396,Fulbari Marg,Lalitpur,2600000,0,0,0.00,0,South,5.81
1397,Sanepa,Lalitpur,150000000,0,0,5.00,0,South,17.00
1398,Nearby,Dharan,490000,0,0,0.00,0,West,20.00
1399,Duwakot,Bhaktapur,1450000,0,0,0.00,0,South,0.00
1400,Panchakanya Margh,Kathmandu,100,0,0,6.00,1,West,219.14
1401,Basundhara,Kathmandu,39000000,5,2,3.00,0,South,5.00
1402,Budhanilkantha,Kathmandu,39000000,4,4,2.00,3,South,10.00
1403,Baidhya Chowk,Kathmandu,4700000,0,0,0.00,0,South,11.00
1404,Lazimpat,Kathmandu,110000,3,3,0.00,0,South East,3.51
1405,Hattigauda,Kathmandu,2800000,0,0,0.00,0,East,4.00
1406,Taulung,Kathmandu,26000000,0,0,0.00,0,North East,6.38
1407,Bageshwori,Bhaktapur,725000,0,0,0.00,0,East,14.00
1408,Jhamsikhel,Lalitpur,180000,2,2,0.00,0,East,3.51
1409,Dhapkhel,Lalitpur,125000,6,4,3.00,2,South,9.00
1410,Ramhiti,Kathmandu,33000000,0,0,4.00,0,East,7.00
1411,Gongabu Tokha,Kathmandu,2100000,0,0,0.00,0,East,5.81
1412,Kupondole,Lalitpur,170000,0,0,0.00,0,East,8.00
1413,Baluwatar,Kathmandu,160000,7,5,3.00,5,South,8.00
1414,Bhangal,Kathmandu,24500000,0,0,0.00,0,South East,4.00
1415,Hattigauda,Kathmandu,61500000,0,0,0.00,0,South,18.00
1416,Banasthali,Kathmandu,70000000,4,5,3.00,0,South,10.00
1417,Tripureshwor,Kathmandu,1000000,0,0,5.00,0,North,8.00
1418,Nearby Nightingle School,Lalitpur,70000000,9,4,4.00,0,South West,16.00
1419,Panauti,Kavre,9000000,7,3,3.00,0,East,3.00
1420,Gongabu,Kathmandu,130000,9,3,3.00,0,North,0.02
1421,Katunje,Bhaktapur,1200000,0,0,0.00,0,North East,6.00
1422,Budhanilkantha,Kathmandu,1950000,0,0,0.00,0,South,0.00
1423,Test address,Kathmandu,30000,2,1,5.00,1,South,2.48
1424,024,Kathmandu,35000000,5,4,3.00,5,East,8.31
1425,madhyapur thimi,Bhaktapur,2200000,0,0,0.00,0,South West,4.00
1426,Gayanpunj marg,Kathmandu,300000,6,3,3.00,8,East,16.00
1427,Nearby Dhaneshor Temple,Kathmandu,2500000,0,0,0.00,0,East,0.00
1428,Banasthali,Kathmandu,25000000,6,0,0.00,1,North East,4.00
1429,Test address,Lalitpur,16000000,0,0,0.00,1,North,0.00
1430,Tersatar,Bhaktapur,16000,1,1,3.00,0,East,20.00
1431,Test address,Bara,250000,0,0,0.00,0,West,0.00
1432,Makalbari,Kathmandu,10500000,2,1,1.00,1,South West,3.20
1433,Kapan Gumba,Kathmandu,12500000,3,3,3.00,0,North,3.00
1434,Kumaripati,Lalitpur,22000,3,0,0.00,0,North,1.46
1435,Bafal,Kathmandu,13500000,0,2,0.00,0,East,34.00
1436,Godawari,Lalitpur,1250000,0,0,0.00,0,East,8.00
1437,Hattigauda,Kathmandu,3000000,0,0,0.00,0,East,21.00
1438,Budhanilkantha,Kathmandu,142500000,42,0,0.00,0,South,7.00
1439,Patan Dhoka,Lalitpur,90000,4,2,0.00,0,South East,7.00
1440,Kuleshwor,Kathmandu,150000,5,4,3.00,0,South East,16.00
1441,Godawari,Lalitpur,1200000,0,0,0.00,0,West,640.00
1442,Naxal,Kathmandu,250000,5,4,0.00,0,East,25.00
1443,Nakkhu,Lalitpur,40000,0,0,0.00,0,South,3.00
1444,Bakhundol,Lalitpur,125000,0,0,0.00,0,South East,7.00
1445,Duwakot,Bhaktapur,900000,0,0,0.00,0,South East,144.00
1446,Kupondole,Lalitpur,100000,0,0,0.00,0,South East,10.00
1447,Baluwatar,Kathmandu,175000,0,0,0.00,0,North,10.00
1448,Sanepa,Lalitpur,150000,0,0,0.00,0,South,9.00
1449,Khumti,Kathmandu,125000,6,4,3.00,0,East,17.00
1450,Bhaisepati,Lalitpur,100000,3,3,3.00,0,South East,4.00
1451,Nearby Cablecar godam Buspark,Kathmandu,1500000,0,0,0.00,0,East,0.00
1452,Khumaltar,Lalitpur,19500000,6,5,3.00,0,South,4.00
1453,La pu na pa Ward no 18,Lalitpur,97500000,3,0,2.00,0,East,24.00
1454,Kalanki,Kathmandu,38000000,7,4,3.00,0,East,6.10
1455,Bhaisepati,Lalitpur,125000,4,6,3.00,0,South,16.00
1456,Nearby Buddha Jyoti School,Kathmandu,550000,0,0,0.00,0,West,0.44
1457,Sankhamul,Kathmandu,4500000,0,0,0.00,0,South East,4.00
1458,Kalanki,Kathmandu,210000,0,0,5.00,3,South,4.00
1459,Sita Home Colony,Kathmandu,29500000,4,3,3.00,0,South East,7.00
1460,Sanepa,Lalitpur,4500000,0,0,0.00,0,North,3.50
1461,Near,Kathmandu,14000000,6,0,0.00,0,North,4.00
1462,Nearby Japanese Embassy,Kathmandu,120000,3,3,2.00,0,East,4.05
1463,Behind Nepal electricity authority office,Kathmandu,30000,5,0,0.00,0,North,6.43
1464,Imadol,Lalitpur,185000,5,5,3.00,0,East,23.00
1465,Hattisar,Kathmandu,43500000,0,0,3.00,0,West,3.85
1466,Hattiban,Lalitpur,2800000,0,0,0.00,0,South,7.10
1467,Jhamsikhel,Lalitpur,300000,17,5,3.00,0,West,16.00
1468,Nearby St. Mary School,Lalitpur,200000,5,4,3.00,0,South East,4.00
1469,Boudha,Kathmandu,22000000,10,3,3.00,0,South,3.25
1470,Test address,Biratnagar,1125000,0,0,0.00,0,West,0.01
1471,Fulbarimarga,Lalitpur,120000,5,3,3.00,0,South East,8.00
1472,Civil homes phase 3 Sunakothi,Lalitpur,29500000,3,2,3.00,1,West,6.00
1473,Dhumbarahi bangalow,Kathmandu,45000000,5,5,0.00,3,South,7.00
1474,Dadikot,Bhaktapur,22500000,12,4,4.00,0,South East,4.00
1475,Naghdaha,Lalitpur,1600000,0,0,0.00,0,North,16.00
1476,Nearby Antarik Rajeshwor Karyalaya,Kathmandu,3000000,0,0,0.00,0,North,1.75
1477,Vinayak Colony,Lalitpur,100000,4,3,3.00,0,East,5.00
1478,Behind Bhimsen Temple,Lalitpur,1700000,0,0,0.00,0,North,1.17
1479,Imadol,Lalitpur,2500000,0,0,0.00,0,South,5.88
1480,Dada Pauwa,Kathmandu,18000000,3,4,3.00,0,South,3.50
1481,Sukedhara,Kathmandu,34500000,9,4,4.00,0,East,6.30
1482,Basundhara,Kathmandu,72500000,7,6,0.00,0,South West,14.00
1483,Nearby,Kathmandu,11500000,2,1,1.00,0,North,3.00
1484,Lazimpat,Kathmandu,27500000,9,7,0.00,0,North,5.00
1485,pepsi road,Kathmandu,100000,0,0,0.00,0,East,54.00
1486,pepsi road,Kathmandu,3500000,0,0,0.00,0,East,4.00
1487,Test address,Biratnagar,875000,0,0,0.00,0,East,0.04
1488,Chandol siddhartha colony,Kathmandu,31500000,4,4,0.00,1,West,4.00
1489,Sukedhara,Kathmandu,170000000,0,0,0.00,0,North,19.00
1490,Basghari,Kavre,1700000,0,0,0.00,0,East,16.00
1491,30 Okharbot Galli,Kathmandu,7700000,0,2,2.00,1,South,6.25
1492,Mahankal,Kathmandu,25000,0,0,0.00,0,South,0.51
1493,Near Royal Palm Resort,Pokhara,1100000,0,0,0.00,0,South,nan
1494,Thapa Gaun,Kathmandu,2650000,0,0,0.00,0,South West,9.50
1495,Maharajgunj,Kathmandu,6200000,0,0,0.00,0,North,7.00
1496,Basundhara,Kathmandu,37500000,2,3,3.00,0,North,5.00
1497,Ganesh Chowk,Kathmandu,3800000,0,0,0.00,0,South,12.00
1498,Bhangal,Kathmandu,32500000,4,3,3.00,1,South,0.00
1499,Basundara,Kathmandu,80000,3,3,0.00,5,West,8.00
1500,Kanchanbari,Biratnagar,600000,0,0,0.00,0,East,3.38
1501,Budhanilkantha,Kathmandu,1900000,0,0,0.00,0,South East,7.38
1502,Nagarjun 2,Kathmandu,1600000,0,0,0.00,0,South,4.66
1503,Jharuwarasi,Lalitpur,1000000,0,0,0.00,0,North,8.00
1504,Sallaghari,Bhaktapur,2400000,0,0,0.00,0,South,7.00
1505,Devdaha municipality,Rupandehi,390000,0,0,0.00,0,West,9.58
1506,Pasikot,Kathmandu,17500000,0,0,3.00,0,West,4.00
1507,Hattigauda,Kathmandu,37500000,0,0,3.00,0,South,6.00
1508,Dharan-13,Dharan,12500000,0,0,2.00,0,North,3.18
1509,Deurali path,Dharan,380000,0,0,0.00,0,West,1.99
1510,Harsala Toll,Sunsari,15000000,0,0,3.00,0,North,2.98
1511,Nearby Nepal National Hospital,Kathmandu,900000,0,0,0.00,0,South,1.17
1512,Langankhel Buspark,Lalitpur,1300000,0,0,0.00,0,South,2.05
1513,Chovar,Kathmandu,1500000,0,0,0.00,0,North,64.00
1514,Khalpitar,Bhaktapur,25000000,2,1,1.00,1,East,7.00
1515,Hattigauda,Kathmandu,18000000,0,0,3.00,0,South,3.00
1516,Chobhar,Kathmandu,65000,3,3,2.00,1,North,6.00
1517,Sallaghari,Bhaktapur,2000000,0,0,0.00,0,East,4.50
1518,Kapan,Kathmandu,30000,0,0,0.00,0,North,2.92
1519,Machapokhari,Kathmandu,25000,2,1,0.00,4,West,700.00
1520,Nawalparasi,Nawalparasi,250000,0,0,0.00,0,North,100.00
1521,Satdobato,Lalitpur,22000,3,2,0.00,2,West,3.80
1522,Samakhusi,Kathmandu,20000,2,1,0.00,2,East,2.34
1523,Sanobharyang,Kathmandu,4200000,0,0,0.00,0,East,11.00
1524,Nijghadh,Bara,350000,0,0,0.00,0,North,40.00
1525,Dhulikhel near KU,Kavre,15200000,11,2,3.00,2,South,2.39
1526,Budhanilkantha,Kathmandu,13800000,2,1,0.00,0,East,0.00
1527,Hepali height,Kathmandu,45000000,4,0,0.00,2,South,112.50
1528,Siddhartha Colony,Kathmandu,57500000,4,6,3.00,0,South,7.00
1529,Gwarko,Lalitpur,600000,0,0,0.00,0,South,1.46
1530,Baluwatar,Kathmandu,175000,4,3,2.00,3,North,12.00
1531,Kupondole,Lalitpur,700000,0,0,0.00,0,North,1.75
1532,Kavresthali,Kathmandu,1350000,0,0,0.00,0,North,3.25
1533,Dallu,Kathmandu,29000000,8,4,3.00,1,West,3.38
1534,Bhangal,Kathmandu,17800000,7,0,2.00,0,North,3.25
1535,Golfutar,Kathmandu,29000000,5,3,2.50,0,South West,4.00
1536,Nearby,Kathmandu,2400000,0,0,0.00,0,North,0.00
1537,Chapali,Kathmandu,2100000,0,0,0.00,0,West,32.00
1538,Jawalakhel,Lalitpur,155000150000,0,0,2.00,0,South West,28.00
1539,Nearby,Kathmandu,6750000,7,5,3.00,3,North East,0.00
1540,Bhainsepati,Lalitpur,9000000,0,0,0.00,0,East,3.50
1541,Kholagal Marg Near Uttar Dhoka Marg,Kathmandu,400000,5,4,3.00,4,South West,25.00
1542,Near Kohinoor Housing,Kathmandu,3500000,0,0,0.00,0,East,0.00
1543,373 Pachali Marg,Kathmandu,45000000,0,0,4.00,0,East,0.00
1544,Himalayan Bank Building,Kathmandu,2500000,0,0,0.00,0,North,1.23
1545,Hepali Height,Kathmandu,4100000,0,0,0.00,0,West,10.00
1546,Mandikatar Height,Kathmandu,51000000,0,0,3.00,0,South,8.00
1547,Dhangadhi,Kailali,6700000,0,0,0.00,0,East,2.39
1548,Balaju tenpepale ktm.,Kathmandu,550000,0,0,0.00,0,East,80.00
1549,Budhanilkantha,Kathmandu,29000000,0,0,3.00,0,North East,5.19
1550,Dhapasi,Kathmandu,99000003300000,0,0,0.00,0,East,3.00
1551,Balkot Bkaktapur,Bhaktapur,1900000,0,0,0.00,0,East,4.56
1552,Gathaghar,Bhaktapur,75000000,0,0,5.00,0,South,6.50
1553,Basundhara,Kathmandu,26500000,0,0,3.00,0,East,3.50
1554,Pokhara -11 ranipauwa,Pokhara,36500000,0,0,3.00,0,East,6.50
1555,Balkhu,Kathmandu,41000000,0,0,3.00,0,East,4.00
1556,Badikhel,Lalitpur,40000000,0,0,0.00,0,East,104.00
1557,Hemja,Pokhara,5600000,0,0,0.00,0,East,128.00
1558,Patan Dhoka,Lalitpur,40000,0,0,0.00,0,South,1.46
1559,Basundhara,Kathmandu,30000000,0,0,3.00,0,East,6.00
1560,Bhutkhel Park,Kathmandu,14200000,4,2,2.00,0,West,3.25
1561,Nearby Samakhusi Town Planning,Kathmandu,5500000,0,0,0.00,0,West,8.00
1562,Sipadol,Bhaktapur,1700000,0,0,0.00,0,South,3.00
1563,Jhamshikhel,Lalitpur,75,0,0,6.00,0,South West,16.00
1564,Nearby Everest Bank,Lalitpur,3200000,0,0,0.00,0,North,2.05
1565,Nearby Grande International Hospital,Kathmandu,17500000,0,0,3.00,0,North East,3.50
1566,Pokhara-27,Pokhara,7500000750000,0,0,1.00,0,South East,10.00
1567,Hadigaun,Kathmandu,20000000,0,0,2.00,0,South,4.00
1568,Chundevi,Kathmandu,2000000,0,0,0.00,0,South East,10.00
1569,Tudaldevi Mandir,Kathmandu,3800000,0,0,0.00,0,East,0.01
1570,5th floor,Kathmandu,20000,0,1,0.00,2,North West,4.24
1571,Purano Gujyeswori,Kathmandu,1800000020,0,0,4.00,0,North East,3.00
1572,Gongabu,Kathmandu,3000000,0,0,0.00,0,South East,9.00
1573,Kapan,Kathmandu,15000000,2,1,1.00,0,South,5.00
1574,Nearby,Kathmandu,25000000,6,3,0.00,0,North,3.30
1575,Maharajgunj,Kathmandu,70000000,13,0,4.50,0,South East,13.00
1576,Baniyatar,Kathmandu,16500000,6,3,3.00,0,South,3.10
1577,Opposite of Grandy Hospital,Kathmandu,53000000,6,4,3.00,3,West,7.50
1578,Hepali Height,Kathmandu,3200000,0,0,0.00,0,North,5.50
1579,Khusibu Town Planning,Kathmandu,5500000,0,0,0.00,0,North,7.00
1580,Ganesh Chowk,Kathmandu,3200000,0,0,0.00,0,South East,7.00
1581,Hattigauda,Kathmandu,2550000,0,0,0.00,0,North,16.50
1582,Dadikot,Bhaktapur,1350000,0,0,0.00,0,West,3.20
1583,Mulpani,Kathmandu,3200000,0,0,0.00,0,West,2.20
1584,Grande,Kathmandu,43000000,6,5,3.00,3,South East,8.00
1585,bhaktapur,Bhaktapur,21500000,9,1,3.00,1,West,6.00
1586,durbarmarg,Kathmandu,250000000,0,0,0.00,0,East,4.00
1587,Halgada,Sunsari,6400000,3,1,1.00,0,North,1.19
1588,Chandol kathmandu,Kathmandu,4300000,0,0,0.00,0,South,20.00
1589,Chandol Kathmandu,Kathmandu,24500000,4,3,2.00,2,East,3.50
1590,Bansbari mainroad,Kathmandu,80000000,18,6,4.00,0,East,8.00
1591,Bhaisepati,Lalitpur,3600000,0,0,0.00,0,South,4.00
1592,Bharatpur 14 chitwan,Chitwan,3800000,0,0,0.00,0,West,3.98
1593,Tudaldevi,Kathmandu,3600000,0,0,0.00,0,North,13.00
1594,Ratnanagar Tandi Chitwan,Chitwan,9000000,0,0,0.00,0,East,20.00
1595,2,Chitwan,23000000,15,6,3.00,10,North,1.99
1596,Near PM Quarter,Kathmandu,33500000,0,0,3.00,1,East,5.00
1597,Baniyatar,Kathmandu,32000000,9,4,0.00,0,East,5.00
1598,Jorpati,Kathmandu,14000000,0,0,3.00,1,East,2.50
1599,Baniyatar,Kathmandu,35000000,10,3,3.00,0,North,4.00
1600,Nearby of Medicity Hospital,Lalitpur,25500000,4,4,2.50,0,North West,4.20
1601,Shabyatanagar,Lalitpur,24000000,12,4,3.00,4,South East,4.00
1602,Pokhara,Pokhara,850000017,0,0,0.00,0,East,5.20
1603,Dhapashi,Kathmandu,18700000,1,1,3.00,1,East,5.25
1604,Newbaneshwar,Kathmandu,19500,0,0,0.00,0,East,2.34
1605,Bhutkhel,Kathmandu,1600000,0,0,0.00,0,East,28.00
1606,Near Buddha Party Palace,Lalitpur,16500000,5,3,3.00,0,South,3.50
1607,Thahity,Kathmandu,190000150000,0,0,7.00,3,West,2.00
1608,Nearby,Kathmandu,750000,0,0,0.00,0,West,4.00
1609,Lubhu,Lalitpur,1250000,0,0,0.00,0,North,80.00
1610,Hadigaun,Kathmandu,25000000,0,0,4.00,0,West,3.00
1611,Sukedhara,Kathmandu,31800000,10,0,3.00,0,East,5.10
1612,Hattigauda,Kathmandu,2500000,0,0,0.00,0,South,9.00
1613,Sukedhara,Kathmandu,27500000,0,0,0.00,0,North,4.00
1614,Tarkeshwor Municipality,Kathmandu,84000002100000,0,0,0.00,0,East,4.00
1615,Jharuwarashi,Lalitpur,78000001300000,0,0,0.00,0,East,6.00
1616,Greenland Chowk,Kathmandu,26000000,0,0,3.00,0,West,4.10
1617,Nearby,Kathmandu,800000,0,0,0.00,0,West,1.75
1618,Satungal,Kathmandu,9500000,4,0,0.00,0,South,4.00
1619,Aakashaydhara,Kathmandu,15000000,0,0,0.00,0,West,3.00
1620,italittar,Kathmandu,43000,4,3,0.00,0,West,5.84
1621,naxal main road,Kathmandu,150000000,0,0,3.50,0,North,6.50
1622,Hepali Height,Kathmandu,42500000,5,4,0.00,0,South West,5.50
1623,Nearby,Lalitpur,30000,0,0,0.00,0,North,2.34
1624,Suryabinayak,Bhaktapur,1675000,0,0,0.00,0,East,4.12
1625,Nearby Solti Hotel,Kathmandu,6000000,0,0,0.00,0,West,2.05
1626,Mahadevtar,Kathmandu,60000000,0,0,3.00,3,East,9.00
1627,Tahachal,Kathmandu,40000000,0,0,2.50,0,West,6.10
1628,Purano Kalimati,Kathmandu,29500000,0,0,0.00,0,East,3.75
1629,Sukedhara,Kathmandu,19000000,3,2,2.00,0,South West,3.10
1630,Behind Rastra Bank,Kathmandu,7500000,0,0,0.00,0,East,12.50
1631,Basundhara,Kathmandu,32500000,4,3,0.00,0,North West,5.50
1632,Gokul Aawas,Lalitpur,44500000,5,5,3.00,0,North,6.50
1633,Hattigauda,Kathmandu,32000000,5,4,3.00,0,South,5.00
1634,Hepali,Kathmandu,28500000,5,0,3.00,0,North East,4.10
1635,Basundhara,Kathmandu,26000000,5,3,3.00,0,East,4.30
1636,Hattigauda,Kathmandu,2800000,0,0,0.00,0,West,18.00
1637,Nagdhunga,Kathmandu,9500000,4,2,2.00,0,West,3.20
1638,Farsidol,Kathmandu,400000,0,0,0.00,0,East,16.00
1639,Sitapaila,Kathmandu,25000000,6,4,3.00,0,North,5.00
1640,Near by kalikasthan temple,Kathmandu,17500000,5,2,3.00,0,South,4.00
1641,Bulbule,Kathmandu,100000,1,1,4.00,1,West,4.00
1642,sanepa,Lalitpur,19900,2,1,0.00,1,East,0.00
1643,Kupondole,Lalitpur,2200000,0,1,4.00,10,East,2.92
1644,Nagarjun,Kathmandu,40000000,0,0,0.00,0,South,20.00
1645,Opp. to Machapokhari Complex,Kathmandu,1800000,0,0,0.00,0,North,0.88
1646,Nearby,Kathmandu,6500000,3,1,1.00,0,West,2.50
1647,Swayambhu,Kathmandu,850000,0,0,0.00,0,South,4.30
1648,Chalnakhel,Kathmandu,1350000,0,0,0.00,0,East,12.00
1649,Kadaghari.pepsicola,Kathmandu,12500000,3,1,1.00,1,North East,3.00
1650,Dumadevi Mandir,Kathmandu,14999,2,1,3.00,3,West,4.00
1651,samakhushi,Kathmandu,130000004000000,2,1,1.00,1,South,2.12
1652,Ganesh Marga,Kathmandu,6000000,0,0,0.00,0,East,4.50
1653,Chapal kharkhana,Kathmandu,70000000,7,5,3.00,8,East,15.00
1654,14,Chitwan,3800000,0,0,0.00,0,West,20.00
1655,Nearby Siddhartha School,Bhaktapur,1700000,0,0,0.00,0,North,2.34
1656,Near Pawan Prakriti School,Lalitpur,14200000,2,1,1.00,4,East,3.50
1657,Jorpati Chowk,Kathmandu,1300000,0,0,0.00,0,South,1.75
1658,Nearby Mahadevsthan Mandir,Kathmandu,1000000,0,0,0.00,0,North,2.05
1659,Jyotinagar,Kathmandu,2500000,0,0,0.00,0,East,4.50
1660,Jyotinagar,Kathmandu,2800000,0,0,0.00,0,North East,4.88
1661,kumaripati,Lalitpur,2500000,0,0,2.00,0,South,1600.00
1662,Thecho,Lalitpur,1400000,0,0,0.00,0,South,7.00
1663,Samakhusi,Kathmandu,55000000,0,0,3.00,0,East,0.02
1664,Sitapila,Kathmandu,216000002700000,0,0,0.00,0,East,8.25
1665,Lazimpat,Kathmandu,30000000,0,0,3.00,0,South East,6.00
1666,Kapan,Kathmandu,12800000,2,1,1.00,2,West,3.20
1667,Manamaiju,Kathmandu,25000000,0,0,3.00,0,West,5.50
1668,Nearby Indraini Bridge,Kathmandu,12500000,0,0,1.00,1,East,3.25
1669,New Buspark,Kathmandu,4500000,0,0,0.00,0,North West,5.00
1670,Dhungedhara,Kathmandu,23000000,0,0,3.00,0,South,4.00
1671,Chandol,Kathmandu,15000000,0,0,0.00,0,South East,2.00
1672,Chunikhel,Kathmandu,1600000,0,0,0.00,0,South,18.12
1673,Chappali Bhadrakali,Kathmandu,25000000,0,0,0.00,1,South East,4.00
1674,Fulbari,Pokhara,2300000,0,0,0.00,0,South,5.00
1675,Begnas lake,Pokhara,2000000025,9,10,3.00,3,North,4.00
1676,Balaju Bypass,Kathmandu,4500000,0,0,0.00,0,West,9.56
1677,Besigaun,Kathmandu,39000000,9,4,5.00,0,East,3.00
1678,Bhaktapur,Bhaktapur,140000003500000,0,0,0.00,0,South,4.00
1679,Krishi Chowk,Chitwan,1300000,0,0,0.00,0,North,80.00
1680,Suntakhan,Kathmandu,950000,0,0,0.00,0,West,16.00
1681,Nearby,Kathmandu,1650000,0,0,0.00,0,North,5.20
1682,Milan Chowk,Lalitpur,20500000,0,0,3.00,0,South,4.00
1683,Chamunda Mandir,Kathmandu,2100000,0,0,0.00,0,North,4.20
1684,Aarubot,Kathmandu,2100000,0,0,0.00,0,South,4.00
1685,Jyotinagar,Kathmandu,27500000,10,3,3.00,2,South,4.25
1686,Near by Shanti Batika.,Kathmandu,1650000,0,0,0.00,0,South,4.00
1687,Brihat Cluster,Kathmandu,22835000,4,3,0.00,0,West,0.00
1688,Narayantar,Kathmandu,16500000,9,3,3.00,0,South West,3.00
1689,Nearby,Kathmandu,2100000,0,0,0.00,0,North,4.00
1690,Nearby,Kathmandu,1600000,0,0,0.00,0,North,4.00
1691,Lele,Lalitpur,600000,0,0,0.00,0,South East,37.00
1692,Jyotinagar,Kathmandu,32000000,5,4,3.00,2,South East,5.25
1693,Hudikot,Pokhara,2500000,0,0,0.00,0,North,80.00
1694,chauthe. Pokhara,Pokhara,650000,0,0,0.00,0,North,32.00
1695,Chauthe,Pokhara,12000000,0,0,0.00,0,North East,20.00
1696,Pokhara,Kaski,1500000015,0,0,0.00,0,East,22.00
1697,Dhapakhel Height,Lalitpur,42000000,6,5,4.00,5,South West,11.00
1698,Kupandole,Lalitpur,50000,3,2,2.00,4,East,4.50
1699,Chapali,Kathmandu,66000000,0,0,3.00,0,East,8.30
1700,Thaiba,Lalitpur,1850000,0,0,0.00,0,South,4.00
1701,Piple Marg,Makwanpur,600000,0,0,0.00,0,East,1.99
1702,Matatirtha,Kathmandu,1200000,0,0,0.00,0,North East,4.00
1703,Dhapasi,Kathmandu,17000000,4,3,3.00,0,East,3.10
